title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,material_confidence,secondary_materials,packaging_type,packaging_materials,packaging_weight_ratio,inferred_category,origin_confidence,estimated_lifespan_years,repairability_score,size_category,quality_level,is_eco_labeled,is_amazon_choice,pack_size,estimated_volume_l,weight_confidence
glow sticks,Other,0.12,Land,High,C,0.08,ITALY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,0.91,Land,Low,C,1.09,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Aluminum,0.56,Air,High,F,1.57,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Aluminum,1.46,Ship,High,D,1.31,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,0.69,Air,Low,F,2.07,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Bamboo,0.94,Land,Medium,D,0.51,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,1.71,Air,Low,F,5.13,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Paper,1.97,Ship,Medium,D,0.71,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,1.83,Land,Medium,D,1.15,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Bamboo,1.29,Air,Medium,F,1.74,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Steel,1.27,Ship,High,D,1.28,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,0.74,Air,Medium,F,1.17,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Glass,1.54,Land,High,D,1.62,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Steel,1.36,Ship,High,D,1.37,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Aluminum,0.28,Ship,High,E,0.25,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Other,0.99,Land,Low,F,0.99,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,1.58,Land,Low,D,1.9,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,0.77,Land,Medium,F,0.49,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,1.99,Ship,Medium,D,1.0,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Steel,1.49,Air,High,F,4.69,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Steel,1.56,Air,High,F,4.91,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,1.44,Land,Low,D,1.73,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Glass,1.46,Land,High,D,1.53,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Bamboo,1.51,Air,Medium,F,2.04,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Paper,0.79,Ship,Medium,C,0.28,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Bamboo,0.97,Ship,Medium,C,0.42,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,0.95,Air,Medium,F,1.5,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,1.45,Air,Medium,F,2.28,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Glass,0.2,Air,High,F,0.53,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Other,1.51,Air,Low,F,3.77,NORWAY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,0.16,Land,Medium,B,0.1,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Other,0.79,Land,High,D,0.55,USA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Paper,1.39,Ship,Medium,D,0.5,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Aluminum,0.89,Ship,High,C,0.8,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,1.3,Air,Medium,F,2.05,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Plastic,0.29,Air,Low,F,0.87,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,0.2,Land,Medium,E,0.13,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Paper,0.22,Ship,Medium,A,0.08,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Other,1.29,Ship,Low,D,1.03,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Cardboard,1.9,Ship,Medium,D,0.96,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Paper,0.7,Ship,Medium,A,0.25,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
glow sticks,Steel,1.75,Air,High,F,5.51,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,1.28,Ship,Low,D,1.23,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,1.56,Land,Medium,D,0.98,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.38,Air,High,F,1.0,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.87,Air,High,F,5.24,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,1.15,Air,Medium,F,1.55,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,0.29,Ship,Medium,F,0.15,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.95,Air,Low,F,2.85,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.42,Land,Medium,E,0.38,UK,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.64,Ship,Medium,F,0.23,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,1.19,Ship,Medium,D,0.43,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,1.85,Air,Medium,F,2.91,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,0.93,Air,Medium,F,1.46,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,1.41,Ship,Medium,D,0.51,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.9,Ship,High,D,1.7,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,1.18,Land,Medium,F,0.53,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.35,Land,Low,D,1.35,BRAZIL,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.83,Land,Medium,E,0.37,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.77,Air,High,F,2.02,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.84,Ship,High,D,1.65,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.16,Land,High,A,1.3,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,1.71,Land,Medium,D,1.08,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.56,Air,Medium,F,0.63,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.74,Ship,High,D,0.97,ITALY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.67,Ship,Medium,F,0.48,FRANCE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,1.25,Air,High,F,3.94,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,1.64,Ship,High,D,1.65,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.7,Land,Medium,C,0.38,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.98,Air,Medium,F,1.1,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.67,Ship,Medium,F,0.29,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.42,Air,High,F,1.32,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.17,Land,High,C,0.21,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,1.46,Ship,High,D,1.47,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.12,Ship,High,B,0.1,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,1.82,Land,Low,D,2.18,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.88,Land,Low,C,1.06,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.72,Air,Medium,F,0.97,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.91,Land,High,D,0.96,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.98,Land,High,C,0.69,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,1.53,Ship,High,D,1.54,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.14,Air,Medium,F,0.16,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.29,Air,Medium,F,0.33,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,1.8,Land,Medium,D,0.97,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.48,Ship,High,D,0.83,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.54,Ship,High,C,0.54,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,1.45,Ship,High,D,1.22,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,1.61,Air,High,F,4.23,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,1.97,Air,Medium,F,2.66,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.74,Ship,High,B,0.62,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.7,Air,Medium,F,3.83,INDIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.53,Air,High,F,4.28,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,1.23,Air,Medium,F,1.38,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.74,Ship,Medium,E,0.32,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.46,Land,Low,D,0.46,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,1.1,Land,High,F,1.16,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.02,Air,High,F,2.86,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,1.7,Ship,High,D,1.52,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.89,Air,High,F,2.8,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.23,Ship,Medium,A+,0.1,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.65,Ship,Low,D,1.32,GERMANY,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.83,Land,Medium,B,0.45,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.7,Land,Medium,D,0.38,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.38,Land,High,C,0.43,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,1.09,Air,Low,F,3.27,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.28,Ship,High,F,0.25,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.16,Air,High,F,0.45,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.34,Air,High,F,1.07,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,0.89,Ship,High,B,0.75,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.79,Land,High,E,0.88,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,1.43,Land,Medium,D,0.77,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,1.93,Air,Medium,F,3.04,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.21,Ship,Medium,A+,0.09,BRAZIL,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.62,Air,Low,F,1.55,USA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.42,Land,High,C,0.47,GERMANY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Steel,0.36,Air,High,F,1.13,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,1.23,Land,Medium,D,0.66,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.53,Land,High,D,1.07,SINGAPORE,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Cardboard,1.46,Land,Medium,D,0.92,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.62,Air,High,F,1.74,FRANCE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.11,Ship,High,A,0.1,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.8,Air,Low,F,4.5,CHINA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.86,Ship,Medium,D,1.34,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.94,Ship,Low,C,0.9,UK,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,1.37,Ship,Low,D,1.32,CHINA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.58,Air,High,F,1.62,JAPAN,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,1.83,Ship,Medium,D,0.66,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.32,Air,Low,F,0.96,INDIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.67,Land,High,D,1.17,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.72,Air,Medium,F,0.81,RUSSIA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Glass,1.84,Ship,High,D,1.55,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.47,Air,Low,F,1.41,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,0.51,Ship,Medium,B,0.22,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.22,Land,Medium,D,0.1,USA,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.21,Land,Low,D,1.21,USA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.64,Land,High,A,0.72,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Paper,0.86,Ship,Medium,B,0.31,NORWAY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Bamboo,2.0,Ship,Medium,D,0.86,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,0.36,Land,Low,C,0.36,JAPAN,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Aluminum,0.78,Air,High,F,2.18,SINGAPORE,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Plastic,0.56,Ship,Low,F,0.54,ITALY,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
fork,Other,1.25,Ship,Low,D,1.0,RUSSIA,0.3,[],box,"['Cardboard', 'Paper']",0.05,other,0.8,3.0,5,medium,standard,False,False,1,1.0,0.6
"Kinetica Sports Whey Protein Powder - Banana Flavour | 23g Protein/Serve, 76 Servings/2.27Kg Pack | Gluten Free Supplement | Optimum for Muscle Growth & Recovery | Mixes Well with Water, Milk & Shakes",Other,0.53,Air,Medium,F,1.05,Other,0.3,[],case,['Cardboard'],0.05,other,0.3,3.0,5,medium,standard,False,False,1,1.0,0.9
"106W USB C Super Fast Charger, MacBook Pro Super Fast Charger, laptop charger suitable for MacBook Pro 16,15,14,13 inches, MacBook Air 13 inches, iPad Pro 12.9、 11 inch and all USB C devices, 2M cable",Other,0.53,Air,Medium,F,1.05,Other,0.3,[],box,"['Cardboard', 'Paper']",0.05,electronics,0.3,5.0,4,medium,standard,False,False,1,1.0,0.6
"Kinetica Sports Lean Protein Powder - Smooth Chocolate Flavour | 15g Protein/Serve, 72 Servings/1.8Kg Pack | High in Fibre & Protein with Green Tea Extract | Low in Fat & Sugar | Easy Mixability",Other,0.53,Air,High,F,1.05,Other,0.3,[],box,"['Cardboard', 'Paper']",0.05,food,0.3,0.1,1,medium,standard,True,False,1,1.0,0.9
"Kinetica Sports Lean Protein Powder - Smooth Chocolate Flavour | 15g Protein/Serve, 72 Servings/1.8Kg Pack | High in Fibre & Protein with Green Tea Extract | Low in Fat & Sugar | Easy Mixability",Other,0.53,Air,High,F,1.05,Other,0.3,[],box,"['Cardboard', 'Paper']",0.05,food,0.3,0.1,1,medium,standard,True,False,1,1.0,0.9
"106W USB C Super Fast Charger, MacBook Pro Super Fast Charger, laptop charger suitable for MacBook Pro 16,15,14,13 inches, MacBook Air 13 inches, iPad Pro 12.9、 11 inch and all USB C devices, 2M cable",Other,1.05,Air,Medium,F,2.1,Other,0.3,[],box,"['Cardboard', 'Paper']",0.05,electronics,0.3,5.0,4,medium,standard,False,False,1,1.0,0.6
"Fender Player Stratocaster SSS Electric Guitar, 3-Color Sunburst, Maple Fingerboard",Alder Wood,5.48,Air,Medium,F,10.96,Other,0.4,[],box,"['Cardboard', 'Paper']",0.05,other,0.3,3.0,5,medium,standard,False,False,1,1.0,0.6
