title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,category,search_term
Moisturizer - Amazon Product,Plastic,0.97,Ship,Low,C,5.82,China,health_beauty,moisturizer
Calculator - Amazon Product,Plastic,0.32,Ship,Low,C,1.92,Germany,books_media,calculator
Calculator - Amazon Product,Plastic,1.57,Ship,Low,D,9.42,Germany,books_media,calculator
Jacket - Amazon Product,Other,0.83,Ship,Low,C,2.49,Vietnam,clothing,jacket
Puzzle - Amazon Product,Wood,1.95,Ship,Medium,B,0.78,UK,books_media,puzzle
Backpack - Amazon Product,Plastic,6.42,Ship,Low,D,38.52,China,sports_outdoors,backpack
Notebook - Amazon Product,Wood,0.82,Ship,Medium,A,0.33,China,books_media,notebook
Calculator - Amazon Product,Plastic,1.69,Ship,Low,D,10.14,China,books_media,calculator
Calculator - Amazon Product,Paper,0.57,Ship,High,A+,0.63,Germany,books_media,calculator
Soap - Amazon Product,Plastic,0.68,Ship,Low,C,4.08,France,health_beauty,soap
Coffee Mug - Amazon Product,Steel,1.25,Ship,High,C,3.12,UK,home_kitchen,coffee mug
T-Shirt - Amazon Product,Other,0.6,Ship,Low,C,1.8,Bangladesh,clothing,t-shirt
Moisturizer - Amazon Product,Plastic,0.09,Ship,Low,C,0.54,France,health_beauty,moisturizer
Running Shoes - Amazon Product,Plastic,3.78,Ship,Low,D,22.68,USA,sports_outdoors,running shoes
Puzzle - Amazon Product,Wood,0.65,Ship,Medium,A,0.26,China,books_media,puzzle
Board Game - Amazon Product,Plastic,1.29,Ship,Low,D,7.74,Germany,books_media,board game
Bike Helmet - Amazon Product,Rubber,8.59,Ship,Low,D,27.49,China,sports_outdoors,bike helmet
Blender - Amazon Product,Plastic,0.37,Ship,Low,C,2.22,Germany,home_kitchen,blender
Speaker - Amazon Product,Aluminum,3.91,Air,High,D,67.45,South Korea,electronics,speaker
Wallet - Amazon Product,Other,1.91,Ship,Low,D,5.73,Vietnam,clothing,wallet
Water Bottle - Amazon Product,Rubber,4.39,Ship,Low,D,14.05,USA,sports_outdoors,water bottle
Protein Powder - Amazon Product,Glass,0.38,Ship,High,B,0.32,USA,health_beauty,protein powder
Razor - Amazon Product,Paper,0.88,Ship,High,A+,0.97,France,health_beauty,razor
Water Bottle - Amazon Product,Rubber,5.28,Ship,Low,D,16.9,China,sports_outdoors,water bottle
Cushion - Amazon Product,Glass,1.93,Ship,High,B,1.64,China,home_kitchen,cushion
Mouse - Amazon Product,Steel,1.55,Air,High,D,5.81,South Korea,electronics,mouse
Tablet - Amazon Product,Plastic,0.93,Air,Low,D,8.37,South Korea,electronics,tablet
Tablet - Amazon Product,Aluminum,2.56,Air,High,D,44.16,Japan,electronics,tablet
Jacket - Amazon Product,Other,1.79,Ship,Low,D,5.37,Vietnam,clothing,jacket
Tablet - Amazon Product,Plastic,1.4,Air,Low,F,12.6,China,electronics,tablet
Wallet - Amazon Product,Polyester,1.29,Ship,Medium,D,12.26,Bangladesh,clothing,wallet
Board Game - Amazon Product,Paper,0.23,Ship,High,A+,0.25,China,books_media,board game
Laptop - Amazon Product,Aluminum,1.77,Air,High,D,30.53,South Korea,electronics,laptop
Face Mask - Amazon Product,Paper,0.46,Ship,High,A+,0.51,France,health_beauty,face mask
Running Shoes - Amazon Product,Rubber,4.68,Ship,Low,D,14.98,USA,sports_outdoors,running shoes
Sleeping Bag - Amazon Product,Rubber,9.11,Ship,Low,D,29.15,USA,sports_outdoors,sleeping bag
Speaker - Amazon Product,Aluminum,0.34,Air,High,C,5.87,Japan,electronics,speaker
Shampoo - Amazon Product,Plastic,0.7,Ship,Low,C,4.2,France,health_beauty,shampoo
Kitchen Scale - Amazon Product,Plastic,2.44,Ship,Low,D,14.64,Germany,home_kitchen,kitchen scale
Soap - Amazon Product,Plastic,0.11,Ship,Low,C,0.66,China,health_beauty,soap
Book - Amazon Product,Plastic,0.53,Ship,Low,C,3.18,UK,books_media,book
Book - Amazon Product,Wood,0.59,Ship,Medium,A,0.24,China,books_media,book
Vitamin - Amazon Product,Glass,0.2,Ship,High,B,0.17,France,health_beauty,vitamin
Toaster - Amazon Product,Glass,2.81,Ship,High,C,2.39,Germany,home_kitchen,toaster
Charger - Amazon Product,Steel,3.33,Air,High,D,12.49,South Korea,electronics,charger
Running Shoes - Amazon Product,Plastic,8.99,Ship,Low,D,53.94,USA,sports_outdoors,running shoes
Headphones - Amazon Product,Plastic,0.69,Air,Low,D,6.21,China,electronics,headphones
Pen - Amazon Product,Paper,0.72,Ship,High,A+,0.79,UK,books_media,pen
Yoga Mat - Amazon Product,Rubber,5.32,Ship,Low,D,17.02,China,sports_outdoors,yoga mat
Planner - Amazon Product,Wood,1.85,Ship,Medium,B,0.74,UK,books_media,planner
Coffee Mug - Amazon Product,Wood,0.96,Ship,Medium,A,0.38,Germany,home_kitchen,coffee mug
Yoga Mat - Amazon Product,Rubber,0.99,Ship,Low,C,3.17,USA,sports_outdoors,yoga mat
Wallet - Amazon Product,Polyester,0.57,Ship,Medium,D,5.41,Vietnam,clothing,wallet
Moisturizer - Amazon Product,Plastic,0.62,Ship,Low,C,3.72,France,health_beauty,moisturizer
Protein Powder - Amazon Product,Paper,0.33,Ship,High,A+,0.36,USA,health_beauty,protein powder
Puzzle - Amazon Product,Wood,0.57,Ship,Medium,A,0.23,UK,books_media,puzzle
Storage Container - Amazon Product,Wood,1.11,Ship,Medium,B,0.44,China,home_kitchen,storage container
Smart Watch - Amazon Product,Plastic,4.18,Air,Low,F,37.62,South Korea,electronics,smart watch
Calculator - Amazon Product,Wood,1.73,Ship,Medium,B,0.69,UK,books_media,calculator
T-Shirt - Amazon Product,Polyester,1.58,Ship,Medium,D,15.01,China,clothing,t-shirt
T-Shirt - Amazon Product,Cotton,1.64,Ship,Medium,C,9.68,China,clothing,t-shirt
Running Shoes - Amazon Product,Steel,4.04,Ship,High,C,10.1,USA,sports_outdoors,running shoes
Wallet - Amazon Product,Other,1.65,Ship,Low,D,4.95,Bangladesh,clothing,wallet
Hat - Amazon Product,Cotton,1.04,Ship,Medium,C,6.14,China,clothing,hat
Sneakers - Amazon Product,Other,1.99,Ship,Low,D,5.97,Bangladesh,clothing,sneakers
Jeans - Amazon Product,Cotton,0.6,Ship,Medium,C,3.54,Bangladesh,clothing,jeans
Toaster - Amazon Product,Wood,1.69,Ship,Medium,B,0.68,Germany,home_kitchen,toaster
Face Mask - Amazon Product,Plastic,0.66,Ship,Low,C,3.96,France,health_beauty,face mask
Charger - Amazon Product,Aluminum,3.13,Air,High,D,53.99,South Korea,electronics,charger
Water Bottle - Amazon Product,Glass,0.58,Ship,High,B,0.49,China,home_kitchen,water bottle
Blanket - Amazon Product,Plastic,0.78,Ship,Low,C,4.68,UK,home_kitchen,blanket
Marker - Amazon Product,Wood,0.91,Ship,Medium,A,0.36,UK,books_media,marker
Phone Case - Amazon Product,Steel,1.04,Air,High,D,3.9,Japan,electronics,phone case
Vitamin - Amazon Product,Glass,0.13,Ship,High,B,0.11,USA,health_beauty,vitamin
Water Bottle - Amazon Product,Rubber,8.87,Ship,Low,D,28.38,Germany,sports_outdoors,water bottle
Book - Amazon Product,Wood,0.67,Ship,Medium,A,0.27,UK,books_media,book
Backpack - Amazon Product,Plastic,2.16,Ship,Low,D,12.96,China,sports_outdoors,backpack
Sneakers - Amazon Product,Cotton,1.36,Ship,Medium,C,8.02,Vietnam,clothing,sneakers
Kitchen Scale - Amazon Product,Wood,0.87,Ship,Medium,A,0.35,Germany,home_kitchen,kitchen scale
Sunscreen - Amazon Product,Glass,0.93,Ship,High,B,0.79,France,health_beauty,sunscreen
Perfume - Amazon Product,Paper,0.09,Ship,High,A+,0.1,USA,health_beauty,perfume
Yoga Mat - Amazon Product,Other,0.56,Ship,Low,C,1.68,China,sports_outdoors,yoga mat
Smart Watch - Amazon Product,Steel,4.32,Air,High,D,16.2,China,electronics,smart watch
Toothbrush - Amazon Product,Glass,0.33,Ship,High,B,0.28,France,health_beauty,toothbrush
Sleeping Bag - Amazon Product,Plastic,6.16,Ship,Low,D,36.96,Germany,sports_outdoors,sleeping bag
Marker - Amazon Product,Wood,1.76,Ship,Medium,B,0.7,Germany,books_media,marker
Running Shoes - Amazon Product,Rubber,8.52,Ship,Low,D,27.26,USA,sports_outdoors,running shoes
Blender - Amazon Product,Wood,2.6,Ship,Medium,B,1.04,UK,home_kitchen,blender
Mouse - Amazon Product,Aluminum,4.93,Air,High,D,85.04,South Korea,electronics,mouse
Storage Container - Amazon Product,Plastic,0.64,Ship,Low,C,3.84,China,home_kitchen,storage container
Art Supplies - Amazon Product,Paper,0.55,Ship,High,A+,0.61,UK,books_media,art supplies
Charger - Amazon Product,Plastic,0.82,Air,Low,D,7.38,Japan,electronics,charger
Water Bottle - Amazon Product,Steel,0.53,Ship,High,B,1.33,UK,home_kitchen,water bottle
Sunscreen - Amazon Product,Plastic,0.55,Ship,Low,C,3.3,USA,health_beauty,sunscreen
Cutting Board - Amazon Product,Glass,2.96,Ship,High,C,2.52,Germany,home_kitchen,cutting board
Backpack - Amazon Product,Rubber,5.57,Ship,Low,D,17.82,China,sports_outdoors,backpack
Art Supplies - Amazon Product,Paper,0.42,Ship,High,A+,0.46,Germany,books_media,art supplies
Lamp - Amazon Product,Glass,0.88,Ship,High,B,0.75,China,home_kitchen,lamp
Vitamin - Amazon Product,Plastic,0.41,Ship,Low,C,2.46,USA,health_beauty,vitamin
Protein Bar - Amazon Product,Rubber,4.69,Ship,Low,D,15.01,USA,sports_outdoors,protein bar
Razor - Amazon Product,Paper,0.38,Ship,High,A+,0.42,China,health_beauty,razor
Laptop - Amazon Product,Aluminum,1.84,Air,High,D,31.74,South Korea,electronics,laptop
Water Bottle - Amazon Product,Steel,5.51,Ship,High,C,13.77,China,sports_outdoors,water bottle
Protein Bar - Amazon Product,Plastic,5.98,Ship,Low,D,35.88,China,sports_outdoors,protein bar
Kitchen Scale - Amazon Product,Steel,2.99,Ship,High,C,7.48,Germany,home_kitchen,kitchen scale
Soap - Amazon Product,Paper,0.48,Ship,High,A+,0.53,France,health_beauty,soap
Backpack - Amazon Product,Other,2.6,Ship,Low,D,7.8,USA,sports_outdoors,backpack
Belt - Amazon Product,Other,1.11,Ship,Low,D,3.33,Vietnam,clothing,belt
Toaster - Amazon Product,Plastic,2.6,Ship,Low,D,15.6,UK,home_kitchen,toaster
Calculator - Amazon Product,Plastic,1.71,Ship,Low,D,10.26,Germany,books_media,calculator
Dumbbell - Amazon Product,Steel,9.55,Ship,High,C,23.88,China,sports_outdoors,dumbbell
Headphones - Amazon Product,Aluminum,0.55,Air,High,C,9.49,South Korea,electronics,headphones
Marker - Amazon Product,Plastic,1.42,Ship,Low,D,8.52,UK,books_media,marker
Smart Watch - Amazon Product,Aluminum,0.72,Air,High,C,12.42,Japan,electronics,smart watch
Art Supplies - Amazon Product,Plastic,0.07,Ship,Low,C,0.42,UK,books_media,art supplies
Backpack - Amazon Product,Cotton,0.38,Ship,Medium,C,2.24,Bangladesh,clothing,backpack
Marker - Amazon Product,Wood,0.86,Ship,Medium,A,0.34,UK,books_media,marker
Perfume - Amazon Product,Paper,0.16,Ship,High,A+,0.18,USA,health_beauty,perfume
Notebook - Amazon Product,Paper,0.85,Ship,High,A+,0.94,UK,books_media,notebook
Toaster - Amazon Product,Plastic,0.77,Ship,Low,C,4.62,China,home_kitchen,toaster
Tablet - Amazon Product,Plastic,4.63,Air,Low,F,41.67,South Korea,electronics,tablet
Calculator - Amazon Product,Plastic,1.98,Ship,Low,D,11.88,Germany,books_media,calculator
Cutting Board - Amazon Product,Steel,1.93,Ship,High,C,4.83,China,home_kitchen,cutting board
Blanket - Amazon Product,Plastic,2.33,Ship,Low,D,13.98,China,home_kitchen,blanket
Protein Powder - Amazon Product,Paper,0.79,Ship,High,A+,0.87,France,health_beauty,protein powder
Bike Helmet - Amazon Product,Steel,0.44,Ship,High,B,1.1,China,sports_outdoors,bike helmet
Planner - Amazon Product,Wood,0.22,Ship,Medium,A,0.09,Germany,books_media,planner
Puzzle - Amazon Product,Paper,0.74,Ship,High,A+,0.81,China,books_media,puzzle
Tablet - Amazon Product,Plastic,1.79,Air,Low,F,16.11,China,electronics,tablet
Protein Bar - Amazon Product,Other,3.36,Ship,Low,D,10.08,Germany,sports_outdoors,protein bar
Kitchen Scale - Amazon Product,Steel,1.97,Ship,High,C,4.92,Germany,home_kitchen,kitchen scale
Storage Container - Amazon Product,Plastic,2.52,Ship,Low,D,15.12,Germany,home_kitchen,storage container
Notebook - Amazon Product,Wood,1.81,Ship,Medium,B,0.72,China,books_media,notebook
Phone Case - Amazon Product,Aluminum,0.24,Air,High,C,4.14,South Korea,electronics,phone case
Calculator - Amazon Product,Plastic,1.3,Ship,Low,D,7.8,Germany,books_media,calculator
Mouse - Amazon Product,Steel,2.58,Air,High,D,9.68,Japan,electronics,mouse
Book - Amazon Product,Wood,1.18,Ship,Medium,B,0.47,China,books_media,book
Mouse - Amazon Product,Plastic,2.93,Air,Low,F,26.37,Japan,electronics,mouse
Bike Helmet - Amazon Product,Plastic,1.52,Ship,Low,D,9.12,China,sports_outdoors,bike helmet
Sweater - Amazon Product,Polyester,1.92,Ship,Medium,D,18.24,China,clothing,sweater
Puzzle - Amazon Product,Paper,0.69,Ship,High,A+,0.76,UK,books_media,puzzle
Pen - Amazon Product,Plastic,0.91,Ship,Low,C,5.46,UK,books_media,pen
Protein Powder - Amazon Product,Plastic,0.24,Ship,Low,C,1.44,China,health_beauty,protein powder
Backpack - Amazon Product,Plastic,2.86,Ship,Low,D,17.16,China,sports_outdoors,backpack
Planner - Amazon Product,Wood,1.06,Ship,Medium,B,0.42,China,books_media,planner
Razor - Amazon Product,Plastic,0.71,Ship,Low,C,4.26,USA,health_beauty,razor
Calculator - Amazon Product,Paper,1.04,Ship,High,A,1.14,Germany,books_media,calculator
Yoga Mat - Amazon Product,Other,7.73,Ship,Low,D,23.19,China,sports_outdoors,yoga mat
Jacket - Amazon Product,Cotton,1.51,Ship,Medium,C,8.91,Vietnam,clothing,jacket
Mouse - Amazon Product,Plastic,4.82,Air,Low,F,43.38,Japan,electronics,mouse
Puzzle - Amazon Product,Paper,0.87,Ship,High,A+,0.96,Germany,books_media,puzzle
Hat - Amazon Product,Other,0.62,Ship,Low,C,1.86,China,clothing,hat
Phone Case - Amazon Product,Plastic,0.27,Air,Low,D,2.43,Japan,electronics,phone case
Bike Helmet - Amazon Product,Rubber,6.95,Ship,Low,D,22.24,China,sports_outdoors,bike helmet
Marker - Amazon Product,Wood,0.84,Ship,Medium,A,0.34,UK,books_media,marker
Razor - Amazon Product,Plastic,0.19,Ship,Low,C,1.14,China,health_beauty,razor
Water Bottle - Amazon Product,Rubber,1.82,Ship,Low,D,5.82,USA,sports_outdoors,water bottle
Perfume - Amazon Product,Glass,0.08,Ship,High,B,0.07,China,health_beauty,perfume
Speaker - Amazon Product,Plastic,1.78,Air,Low,F,16.02,China,electronics,speaker
Book - Amazon Product,Paper,0.53,Ship,High,A+,0.58,Germany,books_media,book
Smart Watch - Amazon Product,Steel,2.39,Air,High,D,8.96,China,electronics,smart watch
Sweater - Amazon Product,Cotton,0.86,Ship,Medium,C,5.07,China,clothing,sweater
Backpack - Amazon Product,Steel,1.06,Ship,High,C,2.65,China,sports_outdoors,backpack
Backpack - Amazon Product,Rubber,2.97,Ship,Low,D,9.5,USA,sports_outdoors,backpack
Dumbbell - Amazon Product,Plastic,5.43,Ship,Low,D,32.58,China,sports_outdoors,dumbbell
Backpack - Amazon Product,Plastic,9.46,Ship,Low,D,56.76,China,sports_outdoors,backpack
Lamp - Amazon Product,Plastic,1.08,Ship,Low,D,6.48,UK,home_kitchen,lamp
Pen - Amazon Product,Plastic,1.42,Ship,Low,D,8.52,UK,books_media,pen
Mouse - Amazon Product,Plastic,4.74,Air,Low,F,42.66,China,electronics,mouse
Art Supplies - Amazon Product,Plastic,1.49,Ship,Low,D,8.94,UK,books_media,art supplies
Water Bottle - Amazon Product,Steel,1.22,Ship,High,C,3.05,UK,home_kitchen,water bottle
Backpack - Amazon Product,Other,1.48,Ship,Low,D,4.44,China,clothing,backpack
Water Bottle - Amazon Product,Wood,0.47,Ship,Medium,A,0.19,China,home_kitchen,water bottle
Keyboard - Amazon Product,Aluminum,2.1,Air,High,D,36.23,Japan,electronics,keyboard
Charger - Amazon Product,Steel,2.87,Air,High,D,10.76,South Korea,electronics,charger
Bike Helmet - Amazon Product,Steel,5.77,Ship,High,C,14.42,China,sports_outdoors,bike helmet
Vitamin - Amazon Product,Plastic,0.94,Ship,Low,C,5.64,USA,health_beauty,vitamin
Backpack - Amazon Product,Cotton,1.32,Ship,Medium,C,7.79,China,clothing,backpack
Hat - Amazon Product,Other,0.3,Ship,Low,C,0.9,Bangladesh,clothing,hat
Vitamin - Amazon Product,Plastic,0.36,Ship,Low,C,2.16,China,health_beauty,vitamin
Puzzle - Amazon Product,Plastic,1.38,Ship,Low,D,8.28,China,books_media,puzzle
Moisturizer - Amazon Product,Plastic,0.26,Ship,Low,C,1.56,China,health_beauty,moisturizer
Calculator - Amazon Product,Paper,0.82,Ship,High,A+,0.9,UK,books_media,calculator
Sneakers - Amazon Product,Polyester,0.32,Ship,Medium,D,3.04,Vietnam,clothing,sneakers
Keyboard - Amazon Product,Plastic,1.85,Air,Low,F,16.65,South Korea,electronics,keyboard
Pen - Amazon Product,Paper,0.49,Ship,High,A+,0.54,UK,books_media,pen
Kitchen Scale - Amazon Product,Plastic,0.64,Ship,Low,C,3.84,Germany,home_kitchen,kitchen scale
Laptop - Amazon Product,Plastic,0.93,Air,Low,D,8.37,South Korea,electronics,laptop
Speaker - Amazon Product,Steel,3.32,Air,High,D,12.45,Japan,electronics,speaker
Tablet - Amazon Product,Plastic,2.8,Air,Low,F,25.2,China,electronics,tablet
Kitchen Scale - Amazon Product,Glass,1.0,Ship,High,B,0.85,Germany,home_kitchen,kitchen scale
Camera - Amazon Product,Plastic,0.54,Air,Low,D,4.86,Japan,electronics,camera
Hat - Amazon Product,Other,1.01,Ship,Low,D,3.03,Vietnam,clothing,hat
Razor - Amazon Product,Paper,0.14,Ship,High,A+,0.15,China,health_beauty,razor
Wallet - Amazon Product,Cotton,0.19,Ship,Medium,C,1.12,Vietnam,clothing,wallet
Calculator - Amazon Product,Plastic,1.4,Ship,Low,D,8.4,Germany,books_media,calculator
Kitchen Scale - Amazon Product,Wood,0.75,Ship,Medium,A,0.3,Germany,home_kitchen,kitchen scale
Headphones - Amazon Product,Plastic,4.85,Air,Low,F,43.65,China,electronics,headphones
Tent - Amazon Product,Rubber,2.52,Ship,Low,D,8.06,USA,sports_outdoors,tent
Running Shoes - Amazon Product,Rubber,2.71,Ship,Low,D,8.67,USA,sports_outdoors,running shoes
Keyboard - Amazon Product,Steel,2.17,Air,High,D,8.14,Japan,electronics,keyboard
Coffee Mug - Amazon Product,Wood,0.78,Ship,Medium,A,0.31,Germany,home_kitchen,coffee mug
Yoga Mat - Amazon Product,Rubber,5.93,Ship,Low,D,18.98,Germany,sports_outdoors,yoga mat
Puzzle - Amazon Product,Wood,1.24,Ship,Medium,B,0.5,UK,books_media,puzzle
Blanket - Amazon Product,Steel,2.99,Ship,High,C,7.48,UK,home_kitchen,blanket
Speaker - Amazon Product,Plastic,4.43,Air,Low,F,39.87,China,electronics,speaker
Charger - Amazon Product,Steel,4.75,Air,High,D,17.81,China,electronics,charger
Sleeping Bag - Amazon Product,Plastic,8.12,Ship,Low,D,48.72,China,sports_outdoors,sleeping bag
Protein Bar - Amazon Product,Other,4.59,Ship,Low,D,13.77,USA,sports_outdoors,protein bar
Razor - Amazon Product,Paper,0.58,Ship,High,A+,0.64,USA,health_beauty,razor
Kitchen Scale - Amazon Product,Steel,1.1,Ship,High,C,2.75,China,home_kitchen,kitchen scale
Phone Case - Amazon Product,Steel,4.46,Air,High,D,16.73,China,electronics,phone case
Belt - Amazon Product,Cotton,1.67,Ship,Medium,C,9.85,China,clothing,belt
Perfume - Amazon Product,Paper,0.38,Ship,High,A+,0.42,China,health_beauty,perfume
Backpack - Amazon Product,Other,5.8,Ship,Low,D,17.4,China,sports_outdoors,backpack
Notebook - Amazon Product,Plastic,0.56,Ship,Low,C,3.36,China,books_media,notebook
Notebook - Amazon Product,Paper,1.02,Ship,High,A,1.12,Germany,books_media,notebook
Board Game - Amazon Product,Wood,0.58,Ship,Medium,A,0.23,Germany,books_media,board game
Camera - Amazon Product,Aluminum,3.04,Air,High,D,52.44,China,electronics,camera
Running Shoes - Amazon Product,Other,4.28,Ship,Low,D,12.84,USA,sports_outdoors,running shoes
Book - Amazon Product,Wood,0.55,Ship,Medium,A,0.22,UK,books_media,book
Razor - Amazon Product,Paper,0.95,Ship,High,A+,1.04,China,health_beauty,razor
Yoga Mat - Amazon Product,Plastic,4.75,Ship,Low,D,28.5,Germany,sports_outdoors,yoga mat
Blanket - Amazon Product,Plastic,0.29,Ship,Low,C,1.74,Germany,home_kitchen,blanket
Toaster - Amazon Product,Wood,1.67,Ship,Medium,B,0.67,UK,home_kitchen,toaster
Smart Watch - Amazon Product,Aluminum,4.46,Air,High,D,76.94,China,electronics,smart watch
Shampoo - Amazon Product,Glass,0.55,Ship,High,B,0.47,USA,health_beauty,shampoo
Tent - Amazon Product,Plastic,4.41,Ship,Low,D,26.46,USA,sports_outdoors,tent
Camera - Amazon Product,Steel,3.29,Air,High,D,12.34,South Korea,electronics,camera
Sleeping Bag - Amazon Product,Other,5.35,Ship,Low,D,16.05,Germany,sports_outdoors,sleeping bag
Perfume - Amazon Product,Glass,0.2,Ship,High,B,0.17,China,health_beauty,perfume
Water Bottle - Amazon Product,Plastic,9.39,Ship,Low,D,56.34,USA,sports_outdoors,water bottle
Planner - Amazon Product,Plastic,0.72,Ship,Low,C,4.32,UK,books_media,planner
Board Game - Amazon Product,Wood,1.3,Ship,Medium,B,0.52,China,books_media,board game
Soap - Amazon Product,Paper,0.27,Ship,High,A+,0.3,China,health_beauty,soap
Blender - Amazon Product,Glass,1.95,Ship,High,B,1.66,Germany,home_kitchen,blender
Marker - Amazon Product,Paper,1.46,Ship,High,A,1.61,Germany,books_media,marker
Bike Helmet - Amazon Product,Other,0.84,Ship,Low,C,2.52,China,sports_outdoors,bike helmet
Board Game - Amazon Product,Paper,1.12,Ship,High,A,1.23,Germany,books_media,board game
Backpack - Amazon Product,Cotton,1.54,Ship,Medium,C,9.09,Vietnam,clothing,backpack
Soap - Amazon Product,Glass,0.42,Ship,High,B,0.36,USA,health_beauty,soap
Keyboard - Amazon Product,Plastic,2.66,Air,Low,F,23.94,South Korea,electronics,keyboard
Coffee Mug - Amazon Product,Wood,0.38,Ship,Medium,A,0.15,China,home_kitchen,coffee mug
Smart Watch - Amazon Product,Steel,2.18,Air,High,D,8.18,Japan,electronics,smart watch
Perfume - Amazon Product,Plastic,0.81,Ship,Low,C,4.86,USA,health_beauty,perfume
Laptop - Amazon Product,Steel,2.98,Air,High,D,11.18,Japan,electronics,laptop
Face Mask - Amazon Product,Plastic,0.42,Ship,Low,C,2.52,USA,health_beauty,face mask
Headphones - Amazon Product,Steel,0.83,Air,High,C,3.11,Japan,electronics,headphones
Storage Container - Amazon Product,Plastic,2.03,Ship,Low,D,12.18,Germany,home_kitchen,storage container
Marker - Amazon Product,Plastic,0.32,Ship,Low,C,1.92,Germany,books_media,marker
Toaster - Amazon Product,Glass,0.49,Ship,High,B,0.42,UK,home_kitchen,toaster
Calculator - Amazon Product,Wood,1.23,Ship,Medium,B,0.49,Germany,books_media,calculator
Cushion - Amazon Product,Wood,2.46,Ship,Medium,B,0.98,China,home_kitchen,cushion
Board Game - Amazon Product,Wood,1.78,Ship,Medium,B,0.71,Germany,books_media,board game
Phone Case - Amazon Product,Aluminum,0.15,Air,High,C,2.59,China,electronics,phone case
Blanket - Amazon Product,Wood,2.39,Ship,Medium,B,0.96,China,home_kitchen,blanket
Art Supplies - Amazon Product,Paper,0.34,Ship,High,A+,0.37,UK,books_media,art supplies
Toothbrush - Amazon Product,Paper,0.41,Ship,High,A+,0.45,China,health_beauty,toothbrush
Protein Powder - Amazon Product,Paper,0.47,Ship,High,A+,0.52,China,health_beauty,protein powder
Board Game - Amazon Product,Paper,1.87,Ship,High,A,2.06,UK,books_media,board game
Planner - Amazon Product,Paper,1.81,Ship,High,A,1.99,China,books_media,planner
Running Shoes - Amazon Product,Other,4.57,Ship,Low,D,13.71,USA,sports_outdoors,running shoes
Toaster - Amazon Product,Plastic,2.73,Ship,Low,D,16.38,China,home_kitchen,toaster
Calculator - Amazon Product,Plastic,0.45,Ship,Low,C,2.7,Germany,books_media,calculator
Blanket - Amazon Product,Glass,1.95,Ship,High,B,1.66,Germany,home_kitchen,blanket
Planner - Amazon Product,Wood,0.42,Ship,Medium,A,0.17,China,books_media,planner
Lamp - Amazon Product,Glass,2.12,Ship,High,C,1.8,China,home_kitchen,lamp
Blender - Amazon Product,Plastic,1.96,Ship,Low,D,11.76,China,home_kitchen,blender
Kitchen Scale - Amazon Product,Plastic,0.45,Ship,Low,C,2.7,Germany,home_kitchen,kitchen scale
T-Shirt - Amazon Product,Cotton,0.91,Ship,Medium,C,5.37,China,clothing,t-shirt
Water Bottle - Amazon Product,Glass,1.82,Ship,High,B,1.55,UK,home_kitchen,water bottle
Book - Amazon Product,Wood,0.31,Ship,Medium,A,0.12,Germany,books_media,book
Cutting Board - Amazon Product,Glass,1.43,Ship,High,B,1.22,Germany,home_kitchen,cutting board
Perfume - Amazon Product,Plastic,0.11,Ship,Low,C,0.66,USA,health_beauty,perfume
Backpack - Amazon Product,Rubber,6.07,Ship,Low,D,19.42,USA,sports_outdoors,backpack
Perfume - Amazon Product,Glass,0.72,Ship,High,B,0.61,China,health_beauty,perfume
Blender - Amazon Product,Steel,0.59,Ship,High,B,1.47,UK,home_kitchen,blender
Jacket - Amazon Product,Polyester,1.48,Ship,Medium,D,14.06,China,clothing,jacket
Dumbbell - Amazon Product,Rubber,7.03,Ship,Low,D,22.5,China,sports_outdoors,dumbbell
Laptop - Amazon Product,Steel,0.68,Air,High,C,2.55,South Korea,electronics,laptop
Lamp - Amazon Product,Glass,0.79,Ship,High,B,0.67,China,home_kitchen,lamp
Belt - Amazon Product,Polyester,0.44,Ship,Medium,D,4.18,China,clothing,belt
Planner - Amazon Product,Wood,0.49,Ship,Medium,A,0.2,China,books_media,planner
Camera - Amazon Product,Plastic,0.14,Air,Low,D,1.26,Japan,electronics,camera
Backpack - Amazon Product,Rubber,9.64,Ship,Low,D,30.85,China,sports_outdoors,backpack
Coffee Mug - Amazon Product,Steel,1.5,Ship,High,C,3.75,Germany,home_kitchen,coffee mug
Jeans - Amazon Product,Cotton,1.96,Ship,Medium,C,11.56,China,clothing,jeans
Laptop - Amazon Product,Aluminum,3.98,Air,High,D,68.66,Japan,electronics,laptop
Planner - Amazon Product,Wood,0.25,Ship,Medium,A,0.1,Germany,books_media,planner
Belt - Amazon Product,Cotton,1.43,Ship,Medium,C,8.44,China,clothing,belt
Running Shoes - Amazon Product,Plastic,3.97,Ship,Low,D,23.82,China,sports_outdoors,running shoes
Water Bottle - Amazon Product,Wood,0.22,Ship,Medium,A,0.09,Germany,home_kitchen,water bottle
Water Bottle - Amazon Product,Other,9.1,Ship,Low,D,27.3,China,sports_outdoors,water bottle
Sunscreen - Amazon Product,Glass,0.64,Ship,High,B,0.54,France,health_beauty,sunscreen
Board Game - Amazon Product,Wood,0.85,Ship,Medium,A,0.34,Germany,books_media,board game
Storage Container - Amazon Product,Wood,0.67,Ship,Medium,A,0.27,UK,home_kitchen,storage container
Phone Case - Amazon Product,Aluminum,2.7,Air,High,D,46.58,China,electronics,phone case
